ID, Type, Car, Pros, Cons
443680, truck, 2020 Chevrolet Silverado 2500 HD Crew Cab LT, AWESOME TO DRIVE!, GAS MILAGE+ PRICE.
443758, truck, 2020 Chevrolet Silverado 3500 HD Crew Cab Work Truck, Easy and safe to drive., So very tall.
444528, truck, 2020 Chevrolet Silverado 1500 Crew Cab LT, DFM Engine+ 8 speed trans+ super quiet ride., No adaptive cruiser. Lousy tilt wheel mechanism.
445824, truck, 2020 GMC Sierra 1500 Crew Cab SLT, Comfortable+ powerful+ great styling+ cargo room, none
444748, truck, 2020 GMC Sierra 2500 HD Crew Cab SLE, N/A, N/A
445381, truck, 2020 GMC Sierra 3500 HD Crew Cab Denali, N/A, N/A
445297, truck, 2020 Toyota Tundra CrewMax SR5, Powerful+ reliable+ rides fine, Gas mileage not great
445384, truck, 2020 Toyota Tundra Double Cab SR5, Powerful+ reliable+ rides fine, Gas mileage not great
444981, truck, 2020 Ram 1500 Crew Cab Lone Star, Ram really is just way ahead of GM/Ford, Fuel mileage with the 3:92 axle is around 18 comb
444438, truck, 2020 Ford F150 SuperCrew Cab XLT, Powerful+ no turbos to fail., None. It doesn't get 35 mpg+ but it's a truck.
443680, truck, 2020 Chevrolet Silverado 2500 HD Crew Cab LT, AWESOME TO DRIVE!, GAS MILAGE+ PRICE.
443758, truck, 2020 Chevrolet Silverado 3500 HD Crew Cab Work Truck, Easy and safe to drive., So very tall.
445143, truck, 2020 Toyota Tacoma Double Cab SR5, So far realiabiliby+ fun to drive+ manuverability., could use a little more adjustment to the seats
445172, truck, 2020 Toyota Tacoma Access Cab SR, So far realiabiliby+ fun to drive+ manuverability., could use a little more adjustment to the seats
444539, truck, 2020 Chevrolet Silverado 1500 Crew Cab Custom Trail Boss, DFM Engine+ 8 speed trans+ super quiet ride., No adaptive cruiser. Lousy tilt wheel mechanism.
445824, truck, 2020 GMC Sierra 1500 Crew Cab SLT, Comfortable+ powerful+ great styling+ cargo room, none
444751, truck, 2020 GMC Sierra 2500 HD Crew Cab SLT, N/A, N/A
445381, truck, 2020 GMC Sierra 3500 HD Crew Cab Denali, N/A, N/A
443681, convertible, 2019 FIAT 500c Abarth Base Style, Styling+ price+ fun to drive and low ins. cost, Small size+ for single person or couple only
445398, convertible, 2019 FIAT 500c Lounge Cabrio, Styling+ price+ fun to drive and low ins. cost, Small size+ for single person or couple only
436450, convertible, 2018 smart fortwo electric drive cabrio Prime, Peppy+ Stylish and fun to drive, Battery range(miles) 80 summer+ 55 winter
447226, convertible, 2019 smart fortwo EQ cabrio Passion, Peppy+ Stylish and fun to drive, Battery range(miles) 80 summer+ 55 winter
438745, convertible, 2019 Porsche 718 Boxster S, looks and driving experience, hard to get in and out of as I age
439005, convertible, 2019 MAZDA MX‑5 Miata Sport, Fun+ economical+ would work well for commuter car, A couple of nits (see comments)
439008, convertible, 2019 MAZDA MX‑5 Miata RF Grand Touring, Fun+ economical+ would work well for commuter car, A couple of nits (see comments)
436788, convertible, 2019 FIAT 124 Spider Lusso, Amazing ride and beuty, None+ it’s a spider .
442415, convertible, 2019 BMW 2 Series 230i xDrive, Fun to drive+ top notch BMW quality, Run Flat Tires
438625, convertible, 2019 Nissan 370Z Sport Touring, Great performance+ GOBS of power+ FUN FUN FUN, 
436529, convertible, 2019 Alfa Romeo 4C Spider Base Style, A truly tactile exotic with speed+ looks+ and feel, Not a luxury car. Small fuel tank.
442190, convertible, 2019 Mercedes-Benz SLC SLC 300, Loads of fun., None to speak of.
443624, convertible, 2019 Mercedes-Benz Mercedes‑AMG SLC SLC 43 AMG, Loads of fun., None to speak of.
445820, convertible, 2020 Porsche 911 Carrera 4S, N/A, N/A
447748, convertible, 2019 Ferrari 488 Spider Base Style, cozy seats, space in the car
448159, convertible, 2019 McLaren 570S Spider, lovely, 
447250, convertible, 2019 Rolls-Royce Dawn Base Style, N/A, N/A
448196, convertible, 2019 Aston Martin DB11 Volante, N/A, N/A
436692, convertible, 2018 Bentley Continental Supersports, design+ interior+ quality+ power+ smoothness, navigation not so great
441919, convertible, 2018 Lamborghini Aventador S, cool design, noisy
442017, convertible, 2018 Maserati GranTurismo Sport, Buy 3yr used & you will be in heaven, Deprectiation horrificus+ bad nav & integration
443330, convertible, 2020 Jaguar F‑TYPE P300, Best sounding car out there, Pricey
442344, convertible, 2019 Audi S5 Premium Plus, Fast+ beautiful+ and the valets park it out front, handling could be improved
434938, convertible, 2019 Chevrolet Corvette ZR1, Neck wrenching acceleration and handlin. Styling., Factory wheels are prone to cracking and bending.
441722, convertible, 2019 Audi A5 Prestige, Fun to drive; great tech features and sound system, Poor rear/side visibility; minimal upfront storage
441660, convertible, 2019 Mercedes-Benz C‑Class C 300, A gas to drive+ the car holds the road!, Sport wheels don't last 36+000 miles.
441733, convertible, 2019 Mercedes-Benz Mercedes‑AMG C‑Class C 63 S AMG, A gas to drive+ the car holds the road!, Sport wheels don't last 36+000 miles.
441719, convertible, 2019 Audi A3 Premium Plus, Speed+ handling+ overall driving experience, Remote app control/monitoring disabled in A3s!
443210, convertible, 2019 BMW M4 Base Style, Chassis/speed/acceleration/overtaking/exterior, Start up sound/options prices/need for sno tires
436402, convertible, 2019 BMW 4 Series 440i, Style+ responsiveness+ handling+ utility., Ride can be a bit harsh.
436814, convertible, 2019 Buick Cascada Premium, Great look+ fun to drive+ musy have for the beach, Need high test
445885, convertible, 2020 Mercedes-Benz E‑Class E 450, Great ride, nothing
445829, convertible, 2020 Ford Mustang EcoBoost, Fun to drive+ great ride quality & infotainment, Back seat leg room & seats feel a bit cheap
445821, convertible, 2020 Chevrolet Camaro ZL1, Fast+ loud and fun, Really just a two seater
439790, convertible, 2019 Mercedes-Benz Mercedes‑AMG E‑Class E 53 AMG, Great ride, nothing
448147, convertible, 2020 BMW 8 Series 840i xDrive, N/A, N/A
436301, convertible, 2019 BMW i8 Base Style, Overall a fantastic car!, Small space
448196, convertible, 2019 Aston Martin DB11 Volante, N/A, N/A
436692, convertible, 2018 Bentley Continental Supersports, design+ interior+ quality+ power+ smoothness, navigation not so great
441919, convertible, 2018 Lamborghini Aventador S, cool design, noisy
442017, convertible, 2018 Maserati GranTurismo Sport, Buy 3yr used & you will be in heaven, Deprectiation horrificus+ bad nav & integration
447448, convertible, 2020 Mercedes-Benz S‑Class S 560, Quality+ fit and finish, Passenger outside mirror doesnt auto dim
439977, convertible, 2019 Mercedes-Benz Mercedes‑AMG S‑Class S 65 AMG, Quality+ fit and finish, Passenger outside mirror doesnt auto dim
447250, convertible, 2019 Rolls-Royce Dawn Base Style, N/A, N/A
438745, convertible, 2019 Porsche 718 Boxster S, looks and driving experience, hard to get in and out of as I age
442415, convertible, 2019 BMW 2 Series 230i xDrive, Fun to drive+ top notch BMW quality, Run Flat Tires
436529, convertible, 2019 Alfa Romeo 4C Spider Base Style, A truly tactile exotic with speed+ looks+ and feel, Not a luxury car. Small fuel tank.
442190, convertible, 2019 Mercedes-Benz SLC SLC 300, Loads of fun., None to speak of.
443624, convertible, 2019 Mercedes-Benz Mercedes‑AMG SLC SLC 43 AMG, Loads of fun., None to speak of.
445820, convertible, 2020 Porsche 911 Carrera 4S, N/A, N/A
447783, convertible, 2020 BMW Z4 sDrive 30i, N/A, N/A
443330, convertible, 2020 Jaguar F‑TYPE P300, Best sounding car out there, Pricey
442344, convertible, 2019 Audi S5 Premium Plus, Fast+ beautiful+ and the valets park it out front, handling could be improved
441722, convertible, 2019 Audi A5 Prestige, Fun to drive; great tech features and sound system, Poor rear/side visibility; minimal upfront storage
441660, convertible, 2019 Mercedes-Benz C‑Class C 300, A gas to drive+ the car holds the road!, Sport wheels don't last 36+000 miles.
441733, convertible, 2019 Mercedes-Benz Mercedes‑AMG C‑Class C 63 S AMG, A gas to drive+ the car holds the road!, Sport wheels don't last 36+000 miles.
441719, convertible, 2019 Audi A3 Premium Plus, Speed+ handling+ overall driving experience, Remote app control/monitoring disabled in A3s!
443210, convertible, 2019 BMW M4 Base Style, Chassis/speed/acceleration/overtaking/exterior, Start up sound/options prices/need for sno tires
436402, convertible, 2019 BMW 4 Series 440i, Style+ responsiveness+ handling+ utility., Ride can be a bit harsh.
436814, convertible, 2019 Buick Cascada Premium, Great look+ fun to drive+ musy have for the beach, Need high test
444111, convertible, 2020 Audi R8 V10 Performance Spyder, good, 
445885, convertible, 2020 Mercedes-Benz E‑Class E 450, Great ride, nothing
439790, convertible, 2019 Mercedes-Benz Mercedes‑AMG E‑Class E 53 AMG, Great ride, nothing
448147, convertible, 2020 BMW 8 Series 840i xDrive, N/A, N/A
436301, convertible, 2019 BMW i8 Base Style, Overall a fantastic car!, Small space
448196, convertible, 2019 Aston Martin DB11 Volante, N/A, N/A
436692, convertible, 2018 Bentley Continental Supersports, design+ interior+ quality+ power+ smoothness, navigation not so great
441919, convertible, 2018 Lamborghini Aventador S, cool design, noisy
442017, convertible, 2018 Maserati GranTurismo Sport, Buy 3yr used & you will be in heaven, Deprectiation horrificus+ bad nav & integration
447448, convertible, 2020 Mercedes-Benz S‑Class S 560, Quality+ fit and finish, Passenger outside mirror doesnt auto dim
439977, convertible, 2019 Mercedes-Benz Mercedes‑AMG S‑Class S 65 AMG, Quality+ fit and finish, Passenger outside mirror doesnt auto dim
447250, convertible, 2019 Rolls-Royce Dawn Base Style, N/A, N/A
445829, convertible, 2020 Ford Mustang EcoBoost, Fun to drive+ great ride quality & infotainment, Back seat leg room & seats feel a bit cheap
445821, convertible, 2020 Chevrolet Camaro ZL1, Fast+ loud and fun, Really just a two seater
443330, convertible, 2020 Jaguar F‑TYPE P300, Best sounding car out there, Pricey
442344, convertible, 2019 Audi S5 Premium Plus, Fast+ beautiful+ and the valets park it out front, handling could be improved
434938, convertible, 2019 Chevrolet Corvette ZR1, Neck wrenching acceleration and handlin. Styling., Factory wheels are prone to cracking and bending.
439790, convertible, 2019 Mercedes-Benz Mercedes‑AMG E‑Class E 53 AMG, Great ride, nothing
441733, convertible, 2019 Mercedes-Benz Mercedes‑AMG C‑Class C 63 S AMG, A gas to drive+ the car holds the road!, Sport wheels don't last 36+000 miles.
438745, convertible, 2019 Porsche 718 Boxster S, looks and driving experience, hard to get in and out of as I age
439005, convertible, 2019 MAZDA MX‑5 Miata Sport, Fun+ economical+ would work well for commuter car, A couple of nits (see comments)
439008, convertible, 2019 MAZDA MX‑5 Miata RF Grand Touring, Fun+ economical+ would work well for commuter car, A couple of nits (see comments)
446009, coupe, 2020 Toyota 86 Base Style, Motor+ handling suspension+ interior comfort, No leather or sunroof option
445992, coupe, 2020 Subaru BRZ tS, Driver Car+ Corners incredible+ Race Track Brakes, If you want a dragster+ you will need to modify it
443869, coupe, 2020 Nissan 370Z NISMO, Great performance+ GOBS of power+ FUN FUN FUN, 
442411, coupe, 2019 BMW 2 Series M240i, Fun to drive+ top notch BMW quality, Run Flat Tires
436478, coupe, 2019 BMW M2 Base Style, N/A, N/A
443485, coupe, 2019 Audi TT Base Style, Fast+ great handling and excellent looking., Ride a little firm
445826, coupe, 2020 Porsche 911 Carrera, N/A, N/A
443571, coupe, 2020 Toyota GR Supra 3.0 Premium, Comfortable, Attracts lots of attention!
446942, coupe, 2020 Acura NSX SH-AWD, N/A, N/A
438659, coupe, 2019 Porsche 718 Cayman S, Body lines+ Cornering+ Balance+ 0-60, Nothing
447183, coupe, 2019 Ferrari 488 GTB Base Style, Impeccable quality and driving experience just wow, Not the most comfortable for extended drives
448168, coupe, 2019 McLaren 570S Base Style, lovely, 
447734, coupe, 2019 Aston Martin Vantage Base Style, stunning look+ driving experience, none
447851, coupe, 2019 Aston Martin DBS Superleggera Base Style, DB9 looks fantastic and is very reliable, Stiff ride but great handling
447206, coupe, 2019 Rolls-Royce Wraith Base Style, N/A, N/A
447735, coupe, 2019 Ferrari 812 Superfast Base Style, N/A, N/A
448190, coupe, 2019 Aston Martin DB11 AMR Signature, N/A, N/A
436949, coupe, 2018 Lamborghini Huracan LP580-2, Amazing, None
442005, coupe, 2018 McLaren 570GT Base Style, lovely, 
442008, coupe, 2018 McLaren 720S Performance, lovely, 
445386, coupe, 2020 Honda Civic Sport, Great handling+ mileage+ power, Center screen takes a while to get used to.
444073, coupe, 2020 Hyundai Veloster Turbo Ultimate, N/A, N/A
443340, coupe, 2020 Jaguar F‑TYPE P380 R-Dynamic, Best sounding car out there, Pricey
442183, coupe, 2019 Audi RS 5 Base Style, So much fun, A little too quiet in sport mode
442347, coupe, 2019 Audi S5 Premium Plus, Fast+ beautiful+ and the valets park it out front, handling could be improved
434911, coupe, 2019 Chevrolet Corvette ZR1, Neck wrenching acceleration and handlin. Styling., Factory wheels are prone to cracking and bending.
441716, coupe, 2019 Audi A5 Premium, Fun to drive; great tech features and sound system, Poor rear/side visibility; minimal upfront storage
441647, coupe, 2019 Mercedes-Benz C‑Class C 300 4MATIC, A gas to drive+ the car holds the road!, Sport wheels don't last 36+000 miles.
441737, coupe, 2019 Mercedes-Benz Mercedes‑AMG C‑Class C 43 AMG, A gas to drive+ the car holds the road!, Sport wheels don't last 36+000 miles.
441273, coupe, 2019 INFINITI Q60 3.0t Luxe, N/A, N/A
445870, coupe, 2020 Mercedes-Benz E‑Class E 450 4MATIC, Great ride, nothing
445819, coupe, 2020 Ford Mustang Shelby GT350R, Fun to drive+ great ride quality & infotainment, Back seat leg room & seats feel a bit cheap
445825, coupe, 2020 Chevrolet Camaro SS, Fast+ loud and fun, Really just a two seater
439778, coupe, 2019 Mercedes-Benz Mercedes‑AMG E‑Class E 53 AMG, Great ride, nothing
439186, coupe, 2019 Dodge Challenger SXT, looks+ performance+ features+ brakes, windows move every time you open/close a door
448154, coupe, 2020 BMW 8 Series 840i, N/A, N/A
436318, coupe, 2019 BMW i8 Base Style, Overall a fantastic car!, Small space
447735, coupe, 2019 Ferrari 812 Superfast Base Style, N/A, N/A
448190, coupe, 2019 Aston Martin DB11 AMR Signature, N/A, N/A
436949, coupe, 2018 Lamborghini Huracan LP580-2, Amazing, None
444861, coupe, 2020 Lexus LC LC 500h, Fun to drive+ great sound+ People stop and stare, Computer+ transmission
447439, coupe, 2020 Mercedes-Benz S‑Class S 560 4MATIC, Quality+ fit and finish, Passenger outside mirror doesnt auto dim
438784, coupe, 2019 BMW M6 Base Style, Best car for the money+ active seats are great!, I haven't found any yet.
440000, coupe, 2019 Mercedes-Benz Mercedes‑AMG S‑Class S 63 AMG, Quality+ fit and finish, Passenger outside mirror doesnt auto dim
447206, coupe, 2019 Rolls-Royce Wraith Base Style, N/A, N/A
442411, coupe, 2019 BMW 2 Series M240i, Fun to drive+ top notch BMW quality, Run Flat Tires
436478, coupe, 2019 BMW M2 Base Style, N/A, N/A
443485, coupe, 2019 Audi TT Base Style, Fast+ great handling and excellent looking., Ride a little firm
445826, coupe, 2020 Porsche 911 Carrera, N/A, N/A
446942, coupe, 2020 Acura NSX SH-AWD, N/A, N/A
438659, coupe, 2019 Porsche 718 Cayman S, Body lines+ Cornering+ Balance+ 0-60, Nothing
443340, coupe, 2020 Jaguar F‑TYPE P380 R-Dynamic, Best sounding car out there, Pricey
442183, coupe, 2019 Audi RS 5 Base Style, So much fun, A little too quiet in sport mode
442347, coupe, 2019 Audi S5 Premium Plus, Fast+ beautiful+ and the valets park it out front, handling could be improved
441716, coupe, 2019 Audi A5 Premium, Fun to drive; great tech features and sound system, Poor rear/side visibility; minimal upfront storage
441647, coupe, 2019 Mercedes-Benz C‑Class C 300 4MATIC, A gas to drive+ the car holds the road!, Sport wheels don't last 36+000 miles.
441737, coupe, 2019 Mercedes-Benz Mercedes‑AMG C‑Class C 43 AMG, A gas to drive+ the car holds the road!, Sport wheels don't last 36+000 miles.
441273, coupe, 2019 INFINITI Q60 3.0t Luxe, N/A, N/A
443185, coupe, 2019 BMW M4 Base Style, Chassis/speed/acceleration/overtaking/exterior, Start up sound/options prices/need for sno tires
436409, coupe, 2019 BMW 4 Series 440i, Style+ responsiveness+ handling+ utility., Ride can be a bit harsh.
443846, coupe, 2019 Cadillac ATS‑V Base Style, Outruns the best. Relable with no recall known of., Rear seat engress and exit. Tire noise.
445870, coupe, 2020 Mercedes-Benz E‑Class E 450 4MATIC, Great ride, nothing
439778, coupe, 2019 Mercedes-Benz Mercedes‑AMG E‑Class E 53 AMG, Great ride, nothing
448154, coupe, 2020 BMW 8 Series 840i, N/A, N/A
436318, coupe, 2019 BMW i8 Base Style, Overall a fantastic car!, Small space
447735, coupe, 2019 Ferrari 812 Superfast Base Style, N/A, N/A
448190, coupe, 2019 Aston Martin DB11 AMR Signature, N/A, N/A
436949, coupe, 2018 Lamborghini Huracan LP580-2, Amazing, None
441925, coupe, 2018 Lamborghini Aventador S, cool design, noisy
441993, coupe, 2018 Maserati GranTurismo Sport, Buy 3yr used & you will be in heaven, Deprectiation horrificus+ bad nav & integration
444861, coupe, 2020 Lexus LC LC 500h, Fun to drive+ great sound+ People stop and stare, Computer+ transmission
447439, coupe, 2020 Mercedes-Benz S‑Class S 560 4MATIC, Quality+ fit and finish, Passenger outside mirror doesnt auto dim
438784, coupe, 2019 BMW M6 Base Style, Best car for the money+ active seats are great!, I haven't found any yet.
440000, coupe, 2019 Mercedes-Benz Mercedes‑AMG S‑Class S 63 AMG, Quality+ fit and finish, Passenger outside mirror doesnt auto dim
447206, coupe, 2019 Rolls-Royce Wraith Base Style, N/A, N/A
446009, coupe, 2020 Toyota 86 Base Style, Motor+ handling suspension+ interior comfort, No leather or sunroof option
445992, coupe, 2020 Subaru BRZ tS, Driver Car+ Corners incredible+ Race Track Brakes, If you want a dragster+ you will need to modify it
445819, coupe, 2020 Ford Mustang Shelby GT350R, Fun to drive+ great ride quality & infotainment, Back seat leg room & seats feel a bit cheap
445442, coupe, 2020 Honda Civic Si, Great handling+ mileage+ power, Center screen takes a while to get used to.
444073, coupe, 2020 Hyundai Veloster Turbo Ultimate, N/A, N/A
445825, coupe, 2020 Chevrolet Camaro SS, Fast+ loud and fun, Really just a two seater
443869, coupe, 2020 Nissan 370Z NISMO, Great performance+ GOBS of power+ FUN FUN FUN, 
443340, coupe, 2020 Jaguar F‑TYPE P380 R-Dynamic, Best sounding car out there, Pricey
442183, coupe, 2019 Audi RS 5 Base Style, So much fun, A little too quiet in sport mode
442347, coupe, 2019 Audi S5 Premium Plus, Fast+ beautiful+ and the valets park it out front, handling could be improved
446091, hybrid, 2020 Toyota RAV4 Hybrid XSE, Comparatively good gas mileage, Fuel tank will not fill Misleading fuel gauge
445568, hybrid, 2020 Subaru Crosstrek Hybrid, Handling+ Comfort+ Quiet interior+ Mileage, Rear Storage
444188, hybrid, 2020 Volvo XC90 T8 Momentum, comfort + safety + quaity, 4 cylinder engine struggles some times.
445576, hybrid, 2020 Porsche Cayenne E-Hybrid, Fun to drive+ Reputation+ Navigation+ Suspension, Expensive
444990, hybrid, 2020 Lexus RX RX 450h, Comfort+ Ride quality+ silent+ Eco mode+ Reliable, Lack acceleration+ handling+costly leather upgrade
444216, hybrid, 2020 Lexus NX 300h Luxury, A lot for the price, Might not be ideal for people who are really tall
444338, hybrid, 2020 Ford Escape SE Sport, Amazing MPGs for awd suv+ tech+ comfort+ value, Some hard plastics that should be soft
441656, hybrid, 2020 Lincoln Aviator Black Label Grand Touring, There's a long list, Haven't found any yet
443181, hybrid, 2020 Ford Explorer Limited HEV, Fun features styling power, Cost on higher end models.
438287, hybrid, 2019 Acura MDX Sport Hybrid SH-AWD w/Technology Pkg, Value+ Semi-sporty+ good looking+ comfrotable+ saf, slow transmission
445395, hybrid, 2020 Honda Accord Hybrid EX-L, Quiet+ Value+ Style+ Comfort, Cold weather very hard on MPG
444765, hybrid, 2020 Lexus ES ES 300h, looks+ driving, comfort+ quirky and overly complicated technology
444190, hybrid, 2020 Toyota Prius Prime LE, The first Prius that is fun to drive., As I said+ rough road noise comes through too much
442115, hybrid, 2020 Toyota Corolla Hybrid LE, fuel economy+ ride quality+ appearance, entune interface+ no android auto
445841, hybrid, 2020 Toyota Camry Hybrid XLE, Good fuel mileage but you pay extra for a hybrid, Low ground clearance and useless navigation system
444857, hybrid, 2020 Toyota Prius XLE, Gas mileage. Comfortable seats. Electric mode., No Android interface. Seat heat buttons
443712, hybrid, 2020 Kia Optima Hybrid EX, Comfortable+ smooth+ quiet and solid. Top quality!, Smaller trunk
443764, hybrid, 2020 Kia Optima Plug‑in Hybrid EX, Comfortable+ smooth+ quiet and solid. Top quality!, Smaller trunk
445020, hybrid, 2020 Ford Fusion SEL Hybrid, Fun to ride+ reliability+ solidness+ Looks, 
442085, hybrid, 2019 Honda Clarity Plug‑in Hybrid Base Style, Feels like luxury car+ quiet+ comfortable, None yet.
444190, hybrid, 2020 Toyota Prius Prime LE, The first Prius that is fun to drive., As I said+ rough road noise comes through too much
445568, hybrid, 2020 Subaru Crosstrek Hybrid, Handling+ Comfort+ Quiet interior+ Mileage, Rear Storage
444188, hybrid, 2020 Volvo XC90 T8 Momentum, comfort + safety + quaity, 4 cylinder engine struggles some times.
445576, hybrid, 2020 Porsche Cayenne E-Hybrid, Fun to drive+ Reputation+ Navigation+ Suspension, Expensive
443764, hybrid, 2020 Kia Optima Plug‑in Hybrid EX, Comfortable+ smooth+ quiet and solid. Top quality!, Smaller trunk
441656, hybrid, 2020 Lincoln Aviator Black Label Grand Touring, There's a long list, Haven't found any yet
442085, hybrid, 2019 Honda Clarity Plug‑in Hybrid Base Style, Feels like luxury car+ quiet+ comfortable, None yet.
439968, hybrid, 2019 BMW 5 Series 530e iPerformance, Does everything well, Wish for more battery-only range (40-50 miles)
439361, hybrid, 2019 Mercedes-Benz GLC GLC 350e 4MATIC, Nice looking vehicle., My expectation for a Mercedes is greater
441932, hybrid, 2019 Volvo S60 T8 Inscription, Gorgeous style+ very comfortable, Electronics+ Safety issues+ Brakes. Customer Care
444190, hybrid, 2020 Toyota Prius Prime LE, The first Prius that is fun to drive., As I said+ rough road noise comes through too much
443764, hybrid, 2020 Kia Optima Plug‑in Hybrid EX, Comfortable+ smooth+ quiet and solid. Top quality!, Smaller trunk
442085, hybrid, 2019 Honda Clarity Plug‑in Hybrid Base Style, Feels like luxury car+ quiet+ comfortable, None yet.
439968, hybrid, 2019 BMW 5 Series 530e iPerformance, Does everything well, Wish for more battery-only range (40-50 miles)
441932, hybrid, 2019 Volvo S60 T8 Inscription, Gorgeous style+ very comfortable, Electronics+ Safety issues+ Brakes. Customer Care
439998, hybrid, 2019 Kia Niro Plug‑in Hybrid EX, Premiuim interior feel+ great gas mileage., No AWD or 4WD model.
438435, hybrid, 2019 Hyundai Ioniq Plug‑in Hybrid Base Style, Super Deal Great MPG and Full Electric Option, Head rests very uncomfortable too far forward
443095, hybrid, 2019 Hyundai Sonata Plug‑in Hybrid Base Style, Quiet and smooth driving with 27 miles on electric, only front wheel drive and no fold down read seats
441092, hybrid, 2019 Volvo S90 T8 Momentum, safety+ fun to drive+ tech+ zippy and comfy, tech is a little complex+ cupholders
436449, hybrid, 2019 Ford Fusion Energi Plug-In Hybrid Titanium, Good value+ comfortable+ and love the mileage., Trunk space is limited.
445568, hybrid, 2020 Subaru Crosstrek Hybrid, Handling+ Comfort+ Quiet interior+ Mileage, Rear Storage
444188, hybrid, 2020 Volvo XC90 T8 Momentum, comfort + safety + quaity, 4 cylinder engine struggles some times.
445576, hybrid, 2020 Porsche Cayenne E-Hybrid, Fun to drive+ Reputation+ Navigation+ Suspension, Expensive
441656, hybrid, 2020 Lincoln Aviator Black Label Grand Touring, There's a long list, Haven't found any yet
439361, hybrid, 2019 Mercedes-Benz GLC GLC 350e 4MATIC, Nice looking vehicle., My expectation for a Mercedes is greater
441223, hybrid, 2019 Land Rover Range Rover Sport HSE Hybrid, Looks and sounds amazing. Superb comfort!, A new random issue daily...
436790, hybrid, 2019 Volvo XC60 T8 R-Design, Nice looking+ Decent Handling, Unreliable+ Faulty Technology Packag+ Faulty Seats
442007, hybrid, 2019 Mitsubishi Outlander PHEV SEL, Value+ quality+ MPG+ comfort+ space+ room+ seating, The E.P.A. lies about MPG ratings.
446625, hybrid, 2020 MINI Countryman Cooper SE ALL4, Quick+ easy to park+ roomy inside for size, No mechanical issues but minor weather trim issues
446242, hybrid, 2020 Porsche Cayenne Coupe E-Hybrid, N/A, N/A
442091, wagon, 2020 Kia Soul X-Line, Fun to drive+ Feels safe. I trust the car., Doors iffy on closing correctly
445380, wagon, 2020 Subaru Impreza Base Style, great vehicle for the money, none at this time
441659, wagon, 2019 BMW 3 Series 330i xDrive, Fun to drive+ iDrive & Apple CarPlay+ Interior, Driving Assist Features+ Exterior Style
439647, wagon, 2019 Kia Niro LX, Premiuim interior feel+ great gas mileage., No AWD or 4WD model.
439998, wagon, 2019 Kia Niro Plug‑in Hybrid EX, Premiuim interior feel+ great gas mileage., No AWD or 4WD model.
443270, wagon, 2019 Kia Niro EV EX Premium, fun to drive+ very different feel than a automatic, charging away from home
441079, wagon, 2019 Kia Soul EV + (Plus), Good Performance+ Decent Ride+ NO GAS!, Range takes a hit in winter.
442155, wagon, 2019 Volkswagen Golf Alltrack TSI SEL, driving in sport+ handling+ fit+finish+ controls, fuel economy+ interior storage+ some electronics
442164, wagon, 2019 Volkswagen Golf SportWagen TSI S 4Motion, handling+ economy. interior build quality, subdued styling
448024, wagon, 2020 Volvo V60 T5 R-Design, N/A, N/A
445879, wagon, 2020 Mercedes-Benz E‑Class E 450 4MATIC, Great ride, nothing
439807, wagon, 2019 Mercedes-Benz Mercedes‑AMG E‑Class E 63 S AMG, Great ride, nothing
441465, wagon, 2019 Audi A4 allroad Prestige, N/A, N/A
441155, wagon, 2019 Volvo V90 T6 R-Design, Comfortable+ quiet+ roomy, Must use Volvo hitch
444007, wagon, 2019 Jaguar XF XF Sportbrake Prestige, Handles very well+ has a lot of power+ looks great, Starting price is high
447580, wagon, 2020 Audi A6 allroad Premium Plus, Performance+ safety+ technology+ style., None
447568, wagon, 2020 Buick Regal TourX Preferred, love the car, No support from GM.
441659, wagon, 2019 BMW 3 Series 330i xDrive, Fun to drive+ iDrive & Apple CarPlay+ Interior, Driving Assist Features+ Exterior Style
448024, wagon, 2020 Volvo V60 T5 R-Design, N/A, N/A
445879, wagon, 2020 Mercedes-Benz E‑Class E 450 4MATIC, Great ride, nothing
439807, wagon, 2019 Mercedes-Benz Mercedes‑AMG E‑Class E 63 S AMG, Great ride, nothing
441465, wagon, 2019 Audi A4 allroad Prestige, N/A, N/A
441155, wagon, 2019 Volvo V90 T6 R-Design, Comfortable+ quiet+ roomy, Must use Volvo hitch
444007, wagon, 2019 Jaguar XF XF Sportbrake Prestige, Handles very well+ has a lot of power+ looks great, Starting price is high
447580, wagon, 2020 Audi A6 allroad Premium Plus, Performance+ safety+ technology+ style., None
447568, wagon, 2020 Buick Regal TourX Preferred, love the car, No support from GM.
